state,month,count
Meghalaya,2025-11-12,230
Meghalaya,2025-12-09,798
Meghalaya,2025-12-12,132
Mizoram,2025-01-03,4360
Mizoram,2025-01-04,1212
Mizoram,2025-01-05,490
Mizoram,2025-01-06,842
Mizoram,2025-01-09,125
Mizoram,2025-01-11,38
Mizoram,2025-02-09,169
Mizoram,2025-02-11,13
Mizoram,2025-03-09,126
Mizoram,2025-03-11,56
Mizoram,2025-03-12,160
Mizoram,2025-04-09,114
Mizoram,2025-04-11,73
Mizoram,2025-04-12,108
Mizoram,2025-05-09,22
Mizoram,2025-05-11,70
Mizoram,2025-06-09,12
Mizoram,2025-06-11,5
Mizoram,2025-06-12,48
Mizoram,2025-07-09,3
Mizoram,2025-08-09,197
Mizoram,2025-08-12,208
Mizoram,2025-09-09,127
Mizoram,2025-09-11,5
Mizoram,2025-10-09,189
Mizoram,2025-10-11,48
Mizoram,2025-11-09,127
Mizoram,2025-11-11,102
Mizoram,2025-11-12,64
Mizoram,2025-12-09,143
Mizoram,2025-12-12,130
Nagaland,2025-01-03,3375
Nagaland,2025-01-09,124
Nagaland,2025-01-11,42
Nagaland,2025-02-09,156
Nagaland,2025-02-11,35
Nagaland,2025-03-09,126
Nagaland,2025-03-11,66
Nagaland,2025-03-12,122
Nagaland,2025-04-09,111
Nagaland,2025-04-11,57
Nagaland,2025-04-12,88
Nagaland,2025-05-09,117
Nagaland,2025-05-11,156
Nagaland,2025-06-09,81
Nagaland,2025-06-11,132
Nagaland,2025-06-12,62
Nagaland,2025-07-09,12
Nagaland,2025-08-09,175
Nagaland,2025-08-12,126
Nagaland,2025-09-09,231
Nagaland,2025-09-11,10
Nagaland,2025-10-09,186
Nagaland,2025-10-11,59
Nagaland,2025-11-09,64
Nagaland,2025-11-11,60
Nagaland,2025-11-12,70
Nagaland,2025-12-09,240
Nagaland,2025-12-12,132
ODISHA,2025-01-09,1
ODISHA,2025-05-11,2
ODISHA,2025-11-09,2
ODISHA,2025-12-12,2
Odisha,2025-01-03,132212
Odisha,2025-01-07,5316
Odisha,2025-01-09,5551
Odisha,2025-01-11,3258
Odisha,2025-02-09,4267
Odisha,2025-02-11,521
Odisha,2025-02-12,403
Odisha,2025-03-09,4062
Odisha,2025-03-11,1785
Odisha,2025-03-12,3572
Odisha,2025-04-09,3812
Odisha,2025-04-11,2145
Odisha,2025-04-12,3210
Odisha,2025-05-09,4092
Odisha,2025-05-11,1288
Odisha,2025-06-09,2389
Odisha,2025-06-11,2123
Odisha,2025-06-12,3424
Odisha,2025-07-09,517
Odisha,2025-08-09,5335
Odisha,2025-08-12,3456
Odisha,2025-09-09,4976
Odisha,2025-09-11,338
Odisha,2025-10-09,6631
Odisha,2025-10-11,1350
Odisha,2025-11-09,4147
Odisha,2025-11-11,1685
Odisha,2025-11-12,3532
Odisha,2025-12-09,6643
Odisha,2025-12-12,3404
Orissa,2025-01-09,201
Orissa,2025-01-11,80
Orissa,2025-02-09,213
Orissa,2025-02-11,23
Orissa,2025-02-12,117
Orissa,2025-03-09,127
Orissa,2025-03-11,76
Orissa,2025-03-12,128
Orissa,2025-04-09,200
Orissa,2025-04-11,110
Orissa,2025-04-12,140
Orissa,2025-05-09,144
Orissa,2025-05-11,48
Orissa,2025-06-09,87
Orissa,2025-06-11,72
Orissa,2025-06-12,116
Orissa,2025-07-09,16
Orissa,2025-08-09,157
Orissa,2025-08-12,184
Orissa,2025-09-09,217
Orissa,2025-09-11,4
Orissa,2025-10-09,183
Orissa,2025-10-11,79
Orissa,2025-11-09,205
Orissa,2025-11-11,49
Orissa,2025-11-12,148
Orissa,2025-12-09,225
Orissa,2025-12-12,138
Pondicherry,2025-01-09,50
Pondicherry,2025-01-11,11
Pondicherry,2025-02-09,57
Pondicherry,2025-02-11,11
Pondicherry,2025-02-12,27
Pondicherry,2025-03-09,60
Pondicherry,2025-03-11,24
Pondicherry,2025-03-12,30
Pondicherry,2025-04-09,19
Pondicherry,2025-04-11,43
Pondicherry,2025-04-12,62
Pondicherry,2025-05-09,17
Pondicherry,2025-05-11,12
Pondicherry,2025-06-09,22
Pondicherry,2025-06-11,15
Pondicherry,2025-06-12,30
Pondicherry,2025-07-09,1
Pondicherry,2025-08-09,40
Pondicherry,2025-08-12,56
Pondicherry,2025-09-09,54
Pondicherry,2025-09-11,7
Pondicherry,2025-10-09,52
Pondicherry,2025-10-11,29
Pondicherry,2025-11-09,28
Pondicherry,2025-11-11,19
Pondicherry,2025-11-12,52
Pondicherry,2025-12-09,81
Pondicherry,2025-12-12,38
Puducherry,2025-01-03,1337
Puducherry,2025-01-05,453
Puducherry,2025-01-07,592
Puducherry,2025-01-09,73
Puducherry,2025-01-11,48
Puducherry,2025-02-09,91
Puducherry,2025-02-11,21
Puducherry,2025-02-12,148
Puducherry,2025-03-09,103
Puducherry,2025-03-11,73
Puducherry,2025-03-12,46
Puducherry,2025-04-09,99
Puducherry,2025-04-11,30
Puducherry,2025-04-12,62
Puducherry,2025-05-09,45
Puducherry,2025-05-11,32
Puducherry,2025-06-09,31
Puducherry,2025-06-11,20
Puducherry,2025-06-12,104
Puducherry,2025-07-09,5
Puducherry,2025-08-09,123
Puducherry,2025-08-12,88
Puducherry,2025-09-09,107
Puducherry,2025-09-11,36
Puducherry,2025-10-09,94
Puducherry,2025-10-11,39
Puducherry,2025-11-09,99
Puducherry,2025-11-11,56
Puducherry,2025-11-12,140
Puducherry,2025-12-09,167
Puducherry,2025-12-12,56
Punjab,2025-01-03,50970
Punjab,2025-01-04,10592
Punjab,2025-01-05,26137
Punjab,2025-01-06,19240
Punjab,2025-01-07,42886
Punjab,2025-01-09,1897
Punjab,2025-01-11,1187
Punjab,2025-02-09,2062
Punjab,2025-02-11,425
Punjab,2025-02-12,1872
Punjab,2025-03-09,2155
Punjab,2025-03-11,1012
Punjab,2025-03-12,2106
Punjab,2025-04-09,2252
Punjab,2025-04-11,1322
Punjab,2025-04-12,2390
Punjab,2025-05-09,3396
Punjab,2025-05-11,757
Punjab,2025-06-09,1230
Punjab,2025-06-11,1390
Punjab,2025-06-12,1472
Punjab,2025-07-09,214
Punjab,2025-08-09,2861
Punjab,2025-08-12,2694
Punjab,2025-09-09,2938
Punjab,2025-09-11,373
Punjab,2025-10-09,2747
Punjab,2025-10-11,1226
Punjab,2025-11-09,3397
Punjab,2025-11-11,1178
Punjab,2025-11-12,2424
Punjab,2025-12-09,4446
Punjab,2025-12-12,2156
Rajasthan,2025-01-03,400058
Rajasthan,2025-01-04,62812
Rajasthan,2025-01-05,26898
Rajasthan,2025-01-06,29008
Rajasthan,2025-01-07,51281
Rajasthan,2025-01-09,6063
Rajasthan,2025-01-11,2903
Rajasthan,2025-02-09,5598
Rajasthan,2025-02-11,1066
Rajasthan,2025-02-12,4250
Rajasthan,2025-03-09,6178
Rajasthan,2025-03-11,4197
Rajasthan,2025-03-12,5970
Rajasthan,2025-04-09,4008
Rajasthan,2025-04-11,2942
Rajasthan,2025-04-12,6444
Rajasthan,2025-05-09,4729
Rajasthan,2025-05-11,2619
Rajasthan,2025-06-09,5039
Rajasthan,2025-06-11,4079
Rajasthan,2025-06-12,5073
Rajasthan,2025-07-09,1676
Rajasthan,2025-07-11,677
Rajasthan,2025-07-12,249
Rajasthan,2025-08-09,7380
Rajasthan,2025-08-12,8526
Rajasthan,2025-09-09,8313
Rajasthan,2025-09-11,1173
Rajasthan,2025-10-09,8821
Rajasthan,2025-10-11,3340
Rajasthan,2025-11-09,7721
Rajasthan,2025-11-11,2687
Rajasthan,2025-11-12,7724
Rajasthan,2025-12-09,12055
Rajasthan,2025-12-12,6718
Sikkim,2025-01-03,1222
Sikkim,2025-01-09,200
Sikkim,2025-01-11,43
Sikkim,2025-02-09,163
Sikkim,2025-02-11,5
Sikkim,2025-02-12,18
Sikkim,2025-03-09,102
Sikkim,2025-03-11,17
Sikkim,2025-03-12,62
Sikkim,2025-04-09,81
Sikkim,2025-04-11,27
Sikkim,2025-04-12,38
Sikkim,2025-05-09,165
Sikkim,2025-05-11,27
Sikkim,2025-06-09,40
Sikkim,2025-06-11,72
Sikkim,2025-07-11,50
Sikkim,2025-07-12,5
Sikkim,2025-08-09,172
Sikkim,2025-08-12,162
Sikkim,2025-09-09,125
Sikkim,2025-09-11,7
Sikkim,2025-10-09,89
Sikkim,2025-10-11,36
Sikkim,2025-11-09,105
Sikkim,2025-11-11,29
Sikkim,2025-11-12,164
Sikkim,2025-12-09,161
Sikkim,2025-12-12,80
Tamil Nadu,2025-01-03,175423
Tamil Nadu,2025-01-04,21447
Tamil Nadu,2025-01-05,11832
Tamil Nadu,2025-01-06,2153
Tamil Nadu,2025-01-07,10287
Tamil Nadu,2025-01-09,9349
Tamil Nadu,2025-01-11,5211
Tamil Nadu,2025-02-09,8481
Tamil Nadu,2025-02-11,2469
Tamil Nadu,2025-02-12,4798
Tamil Nadu,2025-03-09,7002
Tamil Nadu,2025-03-11,5155
Tamil Nadu,2025-03-12,6107
Tamil Nadu,2025-04-09,3752
Tamil Nadu,2025-04-11,5287
Tamil Nadu,2025-04-12,8116
Tamil Nadu,2025-05-09,1688
Tamil Nadu,2025-05-11,5308
Tamil Nadu,2025-05-12,2125
Tamil Nadu,2025-06-09,7398
Tamil Nadu,2025-06-11,4576
Tamil Nadu,2025-07-09,895
Tamil Nadu,2025-07-11,3917
Tamil Nadu,2025-07-12,4079
Tamil Nadu,2025-08-09,9808
Tamil Nadu,2025-08-11,3397
Tamil Nadu,2025-08-12,9116
Tamil Nadu,2025-09-09,9712
Tamil Nadu,2025-09-11,1749
Tamil Nadu,2025-10-09,11471
Tamil Nadu,2025-10-11,4064
Tamil Nadu,2025-11-09,8114
Tamil Nadu,2025-11-11,1139
Tamil Nadu,2025-11-12,9752
Tamil Nadu,2025-12-09,10001
Tamil Nadu,2025-12-12,8038
Telangana,2025-01-03,111072
Telangana,2025-01-04,10479
Telangana,2025-01-05,11178
Telangana,2025-01-06,20329
Telangana,2025-01-07,35681
Telangana,2025-01-09,6717
Telangana,2025-01-11,7186
Telangana,2025-02-09,7307
Telangana,2025-02-11,4212
Telangana,2025-03-09,3453
Telangana,2025-03-11,2957
Telangana,2025-03-12,2688
Telangana,2025-04-09,6706
Telangana,2025-04-11,2037
Telangana,2025-04-12,4928
Telangana,2025-05-09,2067
Telangana,2025-05-11,6118
Telangana,2025-05-12,3641
Telangana,2025-06-09,5000
Telangana,2025-06-11,2764
Telangana,2025-07-09,873
Telangana,2025-07-11,2436
Telangana,2025-07-12,4349
Telangana,2025-08-09,7563
Telangana,2025-08-11,2790
Telangana,2025-08-12,4396
Telangana,2025-09-09,6773
Telangana,2025-09-11,2431
Telangana,2025-10-09,9471
Telangana,2025-10-11,1701
Telangana,2025-11-09,2784
Telangana,2025-11-12,4718
Telangana,2025-12-09,7225
Telangana,2025-12-11,281
Telangana,2025-12-12,4958
Tripura,2025-01-03,13825
Tripura,2025-01-09,762
Tripura,2025-01-11,378
Tripura,2025-02-09,646
Tripura,2025-02-11,71
Tripura,2025-03-09,375
Tripura,2025-03-11,456
Tripura,2025-03-12,356
Tripura,2025-04-09,856
Tripura,2025-04-11,292
Tripura,2025-04-12,1080
Tripura,2025-05-09,189
Tripura,2025-05-11,348
Tripura,2025-05-12,229
Tripura,2025-06-09,372
Tripura,2025-06-11,322
Tripura,2025-07-09,39
Tripura,2025-07-11,187
Tripura,2025-07-12,60
Tripura,2025-08-09,675
Tripura,2025-08-11,139
Tripura,2025-08-12,850
Tripura,2025-09-09,749
Tripura,2025-09-11,53
Tripura,2025-10-09,771
Tripura,2025-10-11,96
Tripura,2025-11-09,269
Tripura,2025-11-12,446
Tripura,2025-12-09,768
Tripura,2025-12-12,848
Uttar Pradesh,2025-01-03,735972
Uttar Pradesh,2025-01-04,87664
Uttar Pradesh,2025-01-05,65691
Uttar Pradesh,2025-01-06,60692
Uttar Pradesh,2025-01-07,130100
Uttar Pradesh,2025-01-09,34590
Uttar Pradesh,2025-01-11,27302
Uttar Pradesh,2025-02-09,35918
Uttar Pradesh,2025-02-11,5317
Uttar Pradesh,2025-03-09,15442
Uttar Pradesh,2025-03-11,1339
Uttar Pradesh,2025-03-12,13288
Uttar Pradesh,2025-04-09,33457
Uttar Pradesh,2025-04-11,13627
Uttar Pradesh,2025-04-12,27670
Uttar Pradesh,2025-05-09,15630
Uttar Pradesh,2025-05-11,18027
Uttar Pradesh,2025-05-12,11636
Uttar Pradesh,2025-06-09,29770
Uttar Pradesh,2025-06-11,15240
Uttar Pradesh,2025-06-12,19048
Uttar Pradesh,2025-07-09,10525
Uttar Pradesh,2025-07-11,12799
Uttar Pradesh,2025-07-12,15931
Uttar Pradesh,2025-08-09,38137
Uttar Pradesh,2025-08-11,14582
Uttar Pradesh,2025-08-12,34202
Uttar Pradesh,2025-09-09,28444
Uttar Pradesh,2025-09-11,8235
Uttar Pradesh,2025-10-09,47577
Uttar Pradesh,2025-10-11,14747
Uttar Pradesh,2025-10-12,3796
Uttar Pradesh,2025-11-09,21427
Uttar Pradesh,2025-11-12,34542
Uttar Pradesh,2025-12-09,23826
Uttar Pradesh,2025-12-12,21123
Uttarakhand,2025-01-03,31973
Uttarakhand,2025-01-04,15152
Uttarakhand,2025-01-05,20992
Uttarakhand,2025-01-06,9143
Uttarakhand,2025-01-07,12967
Uttarakhand,2025-01-09,923
Uttarakhand,2025-01-11,992
Uttarakhand,2025-02-09,843
Uttarakhand,2025-02-11,245
Uttarakhand,2025-02-12,926
Uttarakhand,2025-03-09,535
Uttarakhand,2025-03-12,564
Uttarakhand,2025-04-09,1238
Uttarakhand,2025-04-11,813
Uttarakhand,2025-04-12,1244
Uttarakhand,2025-05-09,697
Uttarakhand,2025-05-11,495
Uttarakhand,2025-06-09,1177
Uttarakhand,2025-06-11,473
Uttarakhand,2025-06-12,1598
Uttarakhand,2025-07-09,297
Uttarakhand,2025-07-11,691
Uttarakhand,2025-07-12,622
Uttarakhand,2025-08-09,750
Uttarakhand,2025-08-11,842
Uttarakhand,2025-08-12,1322
Uttarakhand,2025-09-09,645
Uttarakhand,2025-09-11,538
Uttarakhand,2025-10-09,1246
Uttarakhand,2025-10-11,571
Uttarakhand,2025-10-12,1308
Uttarakhand,2025-11-09,1503
Uttarakhand,2025-11-12,1006
Uttarakhand,2025-12-09,1515
Uttarakhand,2025-12-12,478
WEST BENGAL,2025-03-12,2
WEST BENGAL,2025-07-09,1
WEST BENGAL,2025-08-09,2
WEST BENGAL,2025-10-09,2
WEST BENGAL,2025-10-11,1
WESTBENGAL,2025-01-11,2
WESTBENGAL,2025-04-09,1
WESTBENGAL,2025-05-11,1
West  Bengal,2025-02-09,3
West  Bengal,2025-02-12,1
West  Bengal,2025-04-09,1
West  Bengal,2025-05-09,1
West  Bengal,2025-06-11,1
West  Bengal,2025-08-11,2
West  Bengal,2025-09-11,2
West  Bengal,2025-10-11,1
West  Bengal,2025-12-09,2
West Bangal,2025-01-11,6
West Bangal,2025-02-09,1
West Bangal,2025-04-11,3
West Bangal,2025-05-11,1
West Bangal,2025-06-09,4
West Bangal,2025-06-11,2
West Bangal,2025-08-11,8
West Bangal,2025-08-12,2
West Bangal,2025-12-09,2
West Bengal,2025-01-03,205205
West Bengal,2025-01-04,21528
West Bengal,2025-01-05,23795
West Bengal,2025-01-06,36908
West Bengal,2025-01-07,57475
West Bengal,2025-01-09,25367
West Bengal,2025-01-11,17121
West Bengal,2025-02-09,35179
West Bengal,2025-02-11,3982
West Bengal,2025-02-12,16810
West Bengal,2025-03-09,9222
West Bengal,2025-03-11,4676
West Bengal,2025-03-12,8316
West Bengal,2025-04-09,22921
West Bengal,2025-04-11,18221
West Bengal,2025-04-12,9010
West Bengal,2025-05-09,13241
West Bengal,2025-05-11,6494
West Bengal,2025-06-09,22410
West Bengal,2025-06-11,9651
West Bengal,2025-06-12,9264
West Bengal,2025-07-09,5060
West Bengal,2025-07-11,12566
West Bengal,2025-07-12,6116
West Bengal,2025-08-09,11239
West Bengal,2025-08-11,18016
West Bengal,2025-08-12,14972
West Bengal,2025-09-09,13695
West Bengal,2025-09-11,5550
West Bengal,2025-10-09,19926
West Bengal,2025-10-11,7790
West Bengal,2025-10-12,11012
West Bengal,2025-11-09,19926
West Bengal,2025-11-12,11664
West Bengal,2025-12-09,20760
West Bengal,2025-12-12,5376
West Bengli,2025-06-11,1
West bengal,2025-06-12,6
West bengal,2025-10-11,1
West bengal,2025-11-09,2
West bengal,2025-12-09,1
Westbengal,2025-01-09,1
Westbengal,2025-04-09,1
Westbengal,2025-06-12,2
Westbengal,2025-07-12,4
Westbengal,2025-08-09,1
Westbengal,2025-08-11,2
Westbengal,2025-11-09,2
Westbengal,2025-12-09,1
Westbengal,2025-12-12,2
andhra pradesh,2025-01-09,1
andhra pradesh,2025-05-09,2
andhra pradesh,2025-06-09,1
andhra pradesh,2025-06-11,1
andhra pradesh,2025-10-11,1
andhra pradesh,2025-12-09,1
odisha,2025-02-09,1
west Bengal,2025-01-09,1
west Bengal,2025-02-09,2
